,comp_tokens,comp_ids,simp_tokens,simp_ids,edit_labels,new_edit_ids,comp_pos_tags,comp_pos_ids
10,"['a', 'hunting', 'dog', 'refers', 'to', 'any', 'dog', 'who', 'assists', 'humans', 'in', 'hunting', '.']",[  12 2469 1842 1094   13  158 1842   56 6088 1039   11 2469    8],"['a', 'hunting', 'dog', 'mean', 'any', 'dog', 'who', 'assists', 'humans', 'in', 'hunting', '.']",[  12 2469 1842 1676  158 1842   56 6088 1039   11 2469    8],"['KEEP', 'KEEP', 'KEEP', 'mean', 'DEL', 'DEL', 'STOP']",[   2    2    2 1676    3    3    5],"[('a', 'DT'), ('hunting', 'NN'), ('dog', 'NN'), ('refers', 'NNS'), ('to', 'TO'), ('any', 'DT'), ('dog', 'NN'), ('who', 'WP'), ('assists', 'VBZ'), ('humans', 'NNS'), ('in', 'IN'), ('hunting', 'NN'), ('.', '.')]","[16, 19, 19, 29, 25, 16, 19, 14, 15, 29, 40, 19, 24]"
11,"['the', 'empire', 'of', 'nicaea', 'succeeded', 'in', 'capturing', 'constantinople', 'and', 'the', 'rest', 'of', 'the', 'latin', 'empire', ',', 'thus', 're-establishing', 'the', 'byzantine', 'empire', '.']","[    6   482     9 20039  1781    11  8449  7523    10     6   916     9
     6   535   482     7   425     1     6  4878   482     8]","['the', 'empire', 'of', 'nicaea', 'succeeded', 'and', 're-established', 'in', 'capturing', 'constantinople', 'and', 'rest', 'of', 'latin', 'empire', 'as', 'byzantine', 'empire']","[    6   482     9 20039  1781    10 18550    11  8449  7523    10   916
     9   535   482    18  4878   482]","['KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'and', 're-established', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'KEEP', 'KEEP', 'DEL', 'KEEP', 'KEEP', 'as', 'DEL', 'DEL', 'DEL', 'DEL', 'STOP', 'DEL']","[    2     2     2     2     2    10 18550     2     2     2     2     3
     2     2     3     2     2    18     3     3     3     3     5     3]","[('the', 'DT'), ('empire', 'NN'), ('of', 'IN'), ('nicaea', 'NN'), ('succeeded', 'VBN'), ('in', 'IN'), ('capturing', 'VBG'), ('constantinople', 'NN'), ('and', 'CC'), ('the', 'DT'), ('rest', 'NN'), ('of', 'IN'), ('the', 'DT'), ('latin', 'NN'), ('empire', 'NN'), (',', ','), ('thus', 'RB'), ('re-establishing', 'VBG'), ('the', 'DT'), ('byzantine', 'NN'), ('empire', 'NN'), ('.', '.')]","[16, 19, 40, 19, 8, 40, 5, 19, 33, 16, 19, 40, 16, 19, 19, 9, 27, 5, 16, 19, 19, 24]"
12,"['this', 'led', 'scientists', 'to', 're-examine', 'the', 'old', 'photos', 'again', ',', 'and', 'the', 'satellite', 'was', 'finally', 'found', 'in', 'the', 'images', '.']","[  41  308 2237   13    1    6  299 8511  433    7   10    6 2435   15
 1017  139   11    6 2002    8]","['this', 'led', 'scientists', 'to', 're-examine', 'the', 'old', 'photos', 'again', ',', 'and', 'the', 'satellite', 'was', 'finally', 'found', 'in', 'the', 'images', '.']","[  41  308 2237   13    1    6  299 8511  433    7   10    6 2435   15
 1017  139   11    6 2002    8]",[],[],"[('this', 'DT'), ('led', 'VBD'), ('scientists', 'NNS'), ('to', 'TO'), ('re-examine', 'VB'), ('the', 'DT'), ('old', 'JJ'), ('photos', 'NN'), ('again', 'RB'), (',', ','), ('and', 'CC'), ('the', 'DT'), ('satellite', 'NN'), ('was', 'VBD'), ('finally', 'RB'), ('found', 'VBN'), ('in', 'IN'), ('the', 'DT'), ('images', 'NNS'), ('.', '.')]","[16, 6, 29, 25, 31, 16, 13, 19, 27, 9, 33, 16, 19, 6, 27, 8, 40, 16, 29, 24]"
13,"['marcel', 'junod', '-lrb-', '1904-1961', '-rrb-', ',', 'a', 'physician', 'from', 'geneva', ',', 'was', 'another', 'famous', 'delegate', 'during', 'the', 'second', 'world', 'war', '.']","[12849     1     1     1     1     7    12  4453    26  4278     7    15
   213   586 13039    73     6   104    72   107     8]","['marcel', 'junod', '-lrb-', '1904-1961', '-rrb-', ',', 'a', 'doctor', 'from', 'geneva', ',', 'was', 'another', 'famous', 'delegate', 'during', 'the', 'second', 'world', 'war', '.']","[12849     1     1     1     1     7    12  1135    26  4278     7    15
   213   586 13039    73     6   104    72   107     8]","['KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'doctor', 'DEL', 'STOP']",[   2    2    2    2    2    2    2 1135    3    5],"[('marcel', 'NN'), ('junod', 'NN'), ('-lrb-', 'NNP'), ('1904-1961', 'CD'), ('-rrb-', 'NNP'), (',', ','), ('a', 'DT'), ('physician', 'NN'), ('from', 'IN'), ('geneva', 'NN'), (',', ','), ('was', 'VBD'), ('another', 'DT'), ('famous', 'JJ'), ('delegate', 'NN'), ('during', 'IN'), ('the', 'DT'), ('second', 'JJ'), ('world', 'NN'), ('war', 'NN'), ('.', '.')]","[19, 19, 30, 37, 30, 9, 16, 19, 40, 19, 9, 6, 16, 13, 19, 40, 16, 13, 19, 19, 24]"
14,"['whisenhunt', ""'s"", 'career', 'as', 'a', 'player', 'included', '4', 'years', '-lrb-', '1985-88', '-rrb-', 'as', 'a', 'tight', 'end', 'with', 'the', 'atlanta', 'falcons', ',', 'who', 'drafted', 'him', 'in', 'the', 'twelfth', 'round', ',', 'and', 'then', 'spells', 'with', 'the', 'washington', 'redskins', 'and', 'new', 'york', 'jets', '.']","[20951    23   409    18    12   374   350   301    78     1     1     1
    18    12  7595   196    22     6  4462 12012     7    56  4017   100
    11     6  6719   873     7    10    99 12626    22     6   758 24358
    10    57   257  7532     8]","['whisenhunt', ""'s"", 'carreer', 'as', 'a', 'player', 'included', '4', 'years', 'as', 'a', 'tight', 'end', 'with', 'the', 'atlanta', 'falcons', ',', 'who', 'drafted', 'him', 'in', 'the', 'twelfth', 'round', ',', 'and', 'the', 'spells', 'with', 'the', 'washington', 'redskins', 'and', 'new', 'york', 'jets', '.']","[20951    23     1    18    12   374   350   301    78    18    12  7595
   196    22     6  4462 12012     7    56  4017   100    11     6  6719
   873     7    10     6 12626    22     6   758 24358    10    57   257
  7532     8]","['KEEP', 'KEEP', 'carreer', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'DEL', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'the', 'DEL', 'STOP']",[2 2 1 3 2 2 2 2 2 2 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 6 3 5],"[('whisenhunt', 'NN'), (""'s"", 'POS'), ('career', 'NN'), ('as', 'IN'), ('a', 'DT'), ('player', 'NN'), ('included', 'VBD'), ('4', 'CD'), ('years', 'NNS'), ('-lrb-', 'JJ'), ('1985-88', 'JJ'), ('-rrb-', 'NN'), ('as', 'IN'), ('a', 'DT'), ('tight', 'JJ'), ('end', 'NN'), ('with', 'IN'), ('the', 'DT'), ('atlanta', 'JJ'), ('falcons', 'NNS'), (',', ','), ('who', 'WP'), ('drafted', 'VBD'), ('him', 'PRP'), ('in', 'IN'), ('the', 'DT'), ('twelfth', 'NN'), ('round', 'NN'), (',', ','), ('and', 'CC'), ('then', 'RB'), ('spells', 'NNS'), ('with', 'IN'), ('the', 'DT'), ('washington', 'NN'), ('redskins', 'VBZ'), ('and', 'CC'), ('new', 'JJ'), ('york', 'NN'), ('jets', 'NNS'), ('.', '.')]","[19, 23, 19, 40, 16, 19, 6, 37, 29, 13, 13, 19, 40, 16, 13, 19, 40, 16, 13, 29, 9, 14, 6, 38, 40, 16, 19, 19, 9, 33, 27, 29, 40, 16, 19, 15, 33, 13, 19, 29, 24]"
15,"['in', 'return', ',', 'romania', 'ceded', 'three', 'southern', 'districts', 'of', 'bessarabia', 'to', 'russia', 'and', 'acquired', 'dobruja', '.']","[   11   689     7  3683 10118    92   382  1395     9 28641    13   956
    10  1969     1     8]","['in', 'response', ',', 'romania', 'gave', 'up', 'three', 'of', 'the', 'southern', 'districts', 'of', 'bessarabia', 'to', 'russia', 'and', 'took', 'over', 'dobruja']","[   11  1378     7  3683   627   101    92     9     6   382  1395     9
 28641    13   956    10   264    85     1]","['KEEP', 'response', 'DEL', 'KEEP', 'KEEP', 'gave', 'up', 'DEL', 'KEEP', 'of', 'the', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'took', 'over', 'DEL', 'STOP', 'DEL']","[   2 1378    3    2    2  627  101    3    2    9    6    2    2    2
    2    2    2    2  264   85    3    5    3]","[('in', 'IN'), ('return', 'NN'), (',', ','), ('romania', 'NN'), ('ceded', 'VBD'), ('three', 'CD'), ('southern', 'JJ'), ('districts', 'NNS'), ('of', 'IN'), ('bessarabia', 'NN'), ('to', 'TO'), ('russia', 'VB'), ('and', 'CC'), ('acquired', 'VBD'), ('dobruja', 'NNS'), ('.', '.')]","[40, 19, 9, 19, 6, 37, 13, 29, 40, 19, 25, 31, 33, 6, 29, 24]"
16,"['in', 'march', '2001', ',', 'the', 'world', 'wrestling', 'federation', 'purchased', 'world', 'championship', 'wrestling', '.']",[  11  191  609    7    6   72 1153 2003 2676   72  386 1153    8],"['in', 'march', '2001', ',', 'the', 'world', 'fighting', 'federation', 'got', 'to', 'own', 'world', 'sporting', 'event', 'fighting', '.']","[  11  191  609    7    6   72 1986 2003 1732   13  217   72 5130  477
 1986    8]","['KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'fighting', 'DEL', 'KEEP', 'got', 'to', 'own', 'DEL', 'KEEP', 'sporting', 'event', 'fighting', 'DEL', 'DEL', 'STOP']","[   2    2    2    2    2    2 1986    3    2 1732   13  217    3    2
 5130  477 1986    3    3    5]","[('in', 'IN'), ('march', 'NN'), ('2001', 'CD'), (',', ','), ('the', 'DT'), ('world', 'NN'), ('wrestling', 'NN'), ('federation', 'NN'), ('purchased', 'VBD'), ('world', 'NN'), ('championship', 'NN'), ('wrestling', 'NN'), ('.', '.')]","[40, 19, 37, 9, 16, 19, 19, 19, 6, 19, 19, 19, 24]"
17,"['the', 'west', 'coast', 'blues', 'is', 'a', 'type', 'of', 'blues', 'music', 'characterized', 'by', 'jazz', 'and', 'jump', 'blues', 'influences', ',', 'strong', 'piano-dominated', 'sounds', 'and', 'jazzy', 'guitar', 'solos', ',', 'which', 'originated', 'from', 'texas', 'blues', 'players', 'relocated', 'to', 'california', 'in', 'the', '1940s', '.']","[    6   173   526  1398    14    12   485     9  1398   105  3338    21
  1783    10  4120  1398  3879     7   655     1  3346    10     1  1186
 15473     7    35  2197    26  1121  1398   550  5608    13   505    11
     6  4543     8]","['the', 'west', 'coast', 'blues', 'is', 'a', 'type', 'of', 'blues', 'music', 'that', 'has', 'jazz', 'and', 'jump', 'blues', 'influences', ',', 'strong', 'piano-heavy', 'sounds', 'and', 'jazzy', 'guitar', 'solos', ',', 'which', 'came', 'from', 'texas', 'blues', 'players', 'who', 'moved', 'to', 'california', 'in', 'the', '1940s', '.']","[    6   173   526  1398    14    12   485     9  1398   105    24    43
  1783    10  4120  1398  3879     7   655     1  3346    10     1  1186
 15473     7    35   410    26  1121  1398   550    56   322    13   505
    11     6  4543     8]","['KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'that', 'has', 'DEL', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'piano-heavy', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'came', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'who', 'moved', 'DEL', 'STOP']","[  2   2   2   2   2   2   2   2   2   2  24  43   3   3   2   2   2   2
   2   2   2   1   3   2   2   2   2   2   2   2 410   3   2   2   2   2
  56 322   3   5]","[('the', 'DT'), ('west', 'JJS'), ('coast', 'NN'), ('blues', 'NNS'), ('is', 'VBZ'), ('a', 'DT'), ('type', 'NN'), ('of', 'IN'), ('blues', 'NNS'), ('music', 'NN'), ('characterized', 'VBN'), ('by', 'IN'), ('jazz', 'NN'), ('and', 'CC'), ('jump', 'NN'), ('blues', 'NNS'), ('influences', 'NNS'), (',', ','), ('strong', 'JJ'), ('piano-dominated', 'JJ'), ('sounds', 'NNS'), ('and', 'CC'), ('jazzy', 'JJ'), ('guitar', 'NN'), ('solos', 'NN'), (',', ','), ('which', 'WDT'), ('originated', 'VBD'), ('from', 'IN'), ('texas', 'NN'), ('blues', 'NNS'), ('players', 'NNS'), ('relocated', 'VBD'), ('to', 'TO'), ('california', 'VB'), ('in', 'IN'), ('the', 'DT'), ('1940s', 'CD'), ('.', '.')]","[16, 45, 19, 29, 15, 16, 19, 40, 29, 19, 8, 40, 19, 33, 19, 29, 29, 9, 13, 13, 29, 33, 13, 19, 19, 9, 12, 6, 40, 19, 29, 29, 6, 25, 31, 40, 16, 37, 24]"
18,"['subsequent', 'visits', 'reported', 'seeing', 'the', 'flag', 'flying', 'from', 'places', 'of', 'honor', '.']",[1642 5850  745 4089    6 1617 2286   26 1289    9 1045    8],"['subsequent', 'visits', 'reported', 'seeing', 'the', 'flag', 'flying', 'from', 'places', 'of', 'honor', '.']",[1642 5850  745 4089    6 1617 2286   26 1289    9 1045    8],[],[],"[('subsequent', 'JJ'), ('visits', 'NNS'), ('reported', 'VBD'), ('seeing', 'VBG'), ('the', 'DT'), ('flag', 'NN'), ('flying', 'VBG'), ('from', 'IN'), ('places', 'NNS'), ('of', 'IN'), ('honor', 'NN'), ('.', '.')]","[13, 29, 6, 5, 16, 19, 5, 40, 29, 40, 19, 24]"
19,"['agriculture', 'locals', 'grow', 'seasonal', 'crops', 'such', 'as', 'maize', '-lrb-', 'makai', '-rrb-', 'and', 'wheat', '-lrb-', 'kanak', '-rrb-', '.']","[ 3367 10371  2065  6081  4379    69    18 11834     1     1     1    10
  5307     1     1     1     8]","['locals', 'grow', 'seasonal', 'crops', 'such', 'as', 'maize', 'and', 'wheat', '.']",[10371  2065  6081  4379    69    18 11834    10  5307     8],"['DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'DEL', 'DEL', 'KEEP', 'KEEP', 'DEL', 'DEL', 'DEL', 'STOP']",[3 2 2 2 2 2 2 2 3 3 3 2 2 3 3 3 5],"[('agriculture', 'NN'), ('locals', 'NNS'), ('grow', 'VBP'), ('seasonal', 'JJ'), ('crops', 'NNS'), ('such', 'JJ'), ('as', 'IN'), ('maize', 'NN'), ('-lrb-', 'NNP'), ('makai', 'NN'), ('-rrb-', 'NN'), ('and', 'CC'), ('wheat', 'NN'), ('-lrb-', 'NNS'), ('kanak', 'VBP'), ('-rrb-', 'NN'), ('.', '.')]","[19, 29, 11, 13, 29, 13, 40, 19, 30, 19, 19, 33, 19, 29, 11, 19, 24]"
20,"['in', '2004', ',', 'roy', 'was', 'selected', 'as', 'the', 'greatest', 'goaltender', 'in', 'nhl', 'history', 'by', 'a', 'panel', 'of', '41', 'writers', ',', 'coupled', 'with', 'a', 'simultaneous', 'fan', 'poll', '.']","[  11  510    7 6500   15 1515   18    6 1229 6042   11 1433  241   21
   12 4670    9 4913 2113    7 8282   22   12 9717 3731 6380    8]","['in', '2004', ',', 'roy', 'was', 'chosen', 'as', 'the', 'greatest', 'goaltender', 'in', 'nhl', 'history', 'by', 'a', 'panel', 'of', '41', 'writers', ',', 'coupled', 'with', 'a', 'same', 'time', 'fan', 'poll', '.']","[  11  510    7 6500   15 1753   18    6 1229 6042   11 1433  241   21
   12 4670    9 4913 2113    7 8282   22   12  141   71 3731 6380    8]","['KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'chosen', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'same', 'time', 'DEL', 'STOP']","[   2    2    2    2    2 1753    3    2    2    2    2    2    2    2
    2    2    2    2    2    2    2    2    2    2  141   71    3    5]","[('in', 'IN'), ('2004', 'CD'), (',', ','), ('roy', 'NN'), ('was', 'VBD'), ('selected', 'VBN'), ('as', 'IN'), ('the', 'DT'), ('greatest', 'JJS'), ('goaltender', 'NN'), ('in', 'IN'), ('nhl', 'JJ'), ('history', 'NN'), ('by', 'IN'), ('a', 'DT'), ('panel', 'NN'), ('of', 'IN'), ('41', 'CD'), ('writers', 'NNS'), (',', ','), ('coupled', 'VBN'), ('with', 'IN'), ('a', 'DT'), ('simultaneous', 'JJ'), ('fan', 'NN'), ('poll', 'NN'), ('.', '.')]","[40, 37, 9, 19, 6, 8, 40, 16, 45, 19, 40, 13, 19, 40, 16, 19, 40, 37, 29, 9, 8, 40, 16, 13, 19, 19, 24]"
21,"['frances', 'was', 'later', 'absorbed', 'by', 'an', 'extratropical', 'cyclone', 'on', 'november', '21', '.']",[7089   15   89 4232   21   33 4101 1728   19  211  563    8],"['frances', 'was', 'later', 'absorbed', 'by', 'an', 'extratropical', 'cyclone', 'on', 'november', '21', '.']",[7089   15   89 4232   21   33 4101 1728   19  211  563    8],[],[],"[('frances', 'NNS'), ('was', 'VBD'), ('later', 'RB'), ('absorbed', 'VBN'), ('by', 'IN'), ('an', 'DT'), ('extratropical', 'JJ'), ('cyclone', 'NN'), ('on', 'IN'), ('november', 'JJ'), ('21', 'CD'), ('.', '.')]","[29, 6, 27, 8, 40, 16, 13, 19, 40, 13, 37, 24]"
22,"['tracking', 'northwestward', ',', 'the', 'depression', 'moved', 'ashore', 'near', 'fort', 'walton', 'beach', 'early', 'on', 'september', '22', ',', 'and', 'shortly', 'thereafter', 'it', 'dissipated', 'over', 'southeastern', 'alabama', '.']","[ 7895 13220     7     6   786   322  8588   288  1944 11532  1502   122
    19   167   619     7    10  1345  3366    31  5186    85  3430  2721
     8]","['early', 'september', '22', 'depression', 'moved', 'northwestward', 'to', 'ashore', 'near', 'fort', 'walton', 'beach', 'and', 'then', 'died', 'swiftly', 'over', 'southeastern', 'alabama', '.']","[  122   167   619   786   322 13220    13  8588   288  1944 11532  1502
    10    99   236 18887    85  3430  2721     8]","['early', 'september', '22', 'DEL', 'DEL', 'DEL', 'DEL', 'KEEP', 'KEEP', 'northwestward', 'to', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'KEEP', 'then', 'died', 'swiftly', 'DEL', 'DEL', 'DEL', 'DEL', 'STOP']","[  122   167   619     3     3     3     3     2     2 13220    13     2
     2     2     2     2     3     3     3     3     3     2    99   236
 18887     3     3     3     3     5]","[('tracking', 'VBG'), ('northwestward', 'RB'), (',', ','), ('the', 'DT'), ('depression', 'NN'), ('moved', 'VBD'), ('ashore', 'RB'), ('near', 'JJ'), ('fort', 'NN'), ('walton', 'NN'), ('beach', 'VBP'), ('early', 'RB'), ('on', 'IN'), ('september', 'NN'), ('22', 'CD'), (',', ','), ('and', 'CC'), ('shortly', 'RB'), ('thereafter', 'VB'), ('it', 'PRP'), ('dissipated', 'VBD'), ('over', 'IN'), ('southeastern', 'JJ'), ('alabama', 'NN'), ('.', '.')]","[5, 27, 9, 16, 19, 6, 27, 13, 19, 19, 11, 27, 40, 19, 37, 9, 33, 27, 31, 38, 6, 40, 13, 19, 24]"
23,"['anthony', 'mcgill', 'is', 'the', 'principal', 'clarinetist', 'for', 'the', 'metropolitan', 'opera', '.']",[ 4041 19535    14     6  1388 19117    20     6  1529   664     8],"['anthony', 'mcgill', 'is', 'the', 'main', 'clarinetist', 'for', 'the', 'metropolitan', 'opera', '.']",[ 4041 19535    14     6   230 19117    20     6  1529   664     8],"['KEEP', 'KEEP', 'KEEP', 'KEEP', 'main', 'DEL', 'STOP']",[  2   2   2   2 230   3   5],"[('anthony', 'NN'), ('mcgill', 'NN'), ('is', 'VBZ'), ('the', 'DT'), ('principal', 'JJ'), ('clarinetist', 'NN'), ('for', 'IN'), ('the', 'DT'), ('metropolitan', 'JJ'), ('opera', 'NN'), ('.', '.')]","[19, 19, 15, 16, 13, 19, 40, 16, 13, 19, 24]"
24,"['the', 'author', '-lrb-', 's', '-rrb-', 'and', 'publisher', '-lrb-', 's', '-rrb-', 'of', 'the', 'document', 'do', 'not', 'by', 'this', 'license', 'give', 'permission', 'to', 'use', 'their', 'names', 'for', 'publicity', 'for', 'or', 'to', 'assert', 'or', 'imply', 'endorsement', 'of', 'any', 'modified', 'version', '.']","[    6  1050     1  1405     1    10  4716     1  1405     1     9     6
  3173   242    47    21    41  2861   866  4964    13   112    49   751
    20  9412    20    34    13 13332    34  8180 29404     9   158  2509
   423     8]","['the', 'author', 'and', 'publisher', 'of', 'the', 'document', 'do', 'not', 'by', 'this', 'license', 'give', 'permission', 'to', 'use', 'their', 'names', 'for', 'publicity', 'for', 'or', 'to', 'assert', 'endorsement', 'of', 'any', 'modified', 'version', '.']","[    6  1050    10  4716     9     6  3173   242    47    21    41  2861
   866  4964    13   112    49   751    20  9412    20    34    13 13332
 29404     9   158  2509   423     8]","['KEEP', 'KEEP', 'DEL', 'DEL', 'DEL', 'KEEP', 'KEEP', 'DEL', 'DEL', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'DEL', 'STOP']",[2 2 3 3 3 2 2 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 5],"[('the', 'DT'), ('author', 'NN'), ('-lrb-', 'NNP'), ('s', 'NN'), ('-rrb-', 'NN'), ('and', 'CC'), ('publisher', 'NN'), ('-lrb-', 'NNP'), ('s', 'VBZ'), ('-rrb-', 'NN'), ('of', 'IN'), ('the', 'DT'), ('document', 'NN'), ('do', 'VBP'), ('not', 'RB'), ('by', 'IN'), ('this', 'DT'), ('license', 'NN'), ('give', 'VB'), ('permission', 'NN'), ('to', 'TO'), ('use', 'VB'), ('their', 'PRP$'), ('names', 'NNS'), ('for', 'IN'), ('publicity', 'NN'), ('for', 'IN'), ('or', 'CC'), ('to', 'TO'), ('assert', 'VB'), ('or', 'CC'), ('imply', 'VB'), ('endorsement', 'NN'), ('of', 'IN'), ('any', 'DT'), ('modified', 'JJ'), ('version', 'NN'), ('.', '.')]","[16, 19, 30, 19, 19, 33, 19, 30, 15, 19, 40, 16, 19, 11, 27, 40, 16, 19, 31, 19, 25, 31, 4, 29, 40, 19, 40, 33, 25, 31, 33, 31, 19, 40, 16, 13, 19, 24]"
25,"['the', 'british', 'rail', 'class', '91', 'is', 'a', 'class', 'of', '140', 'mph', '-lrb-', '225', 'km', '/', 'h', '-rrb-', ',', '4.54mw', '/', '6,300', 'hp', 'electric', 'locomotives', 'ordered', 'as', 'a', 'component', 'of', 'the', 'east', 'coast', 'main', 'line', 'modernisation', 'and', 'electrification', 'programme', 'of', 'the', 'late', '1980s', '.']","[    6   161  2150   857 10891    14    12   857     9  5423  1392     1
 18896   361     1  1962     1     7     1     1     1 15229   921 11191
  1495    18    12  2527     9     6   201   526   230   262     1    10
 28540 11364     9     6   296  1639     8]","['the', 'british', 'rail', 'class', '91', 'is', 'a', 'class', 'of', '140', 'mph', '-lrb-', '225', 'km', '/', 'h', '-rrb-', ',', '4.54mw', '/', '6,300', 'hp', 'electric', 'locomotives', '-lrb-', 'a', 'powered', 'rail', 'vehicle', 'used', 'for', 'pulling', 'trains', '-rrb-', 'ordered', 'as', 'a', 'part', 'of', 'the', 'east', 'coast', 'main', 'line', 'modernisation', '-lrb-', 'making', 'modern', 'in', 'the', 'appearance', '-rrb-', 'and', 'electrification', '-lrb-', 'the', 'process', 'of', 'powering', 'by', 'electricity', '-rrb-', 'programme', 'of', 'the', 'late', '1980s', '.']","[    6   161  2150   857 10891    14    12   857     9  5423  1392     1
 18896   361     1  1962     1     7     1     1     1 15229   921 11191
     1    12  4600  2150  2400    61    20 10980  2446     1  1495    18
    12    95     9     6   201   526   230   262     1     1   407   220
    11     6  1075     1    10 28540     1     6   496     9 23859    21
  2982     1 11364     9     6   296  1639     8]","['KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', '-lrb-', 'a', 'powered', 'rail', 'vehicle', 'used', 'for', 'pulling', 'trains', '-rrb-', 'KEEP', 'KEEP', 'KEEP', 'part', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', '-lrb-', 'making', 'modern', 'in', 'the', 'appearance', '-rrb-', 'KEEP', 'KEEP', '-lrb-', 'the', 'process', 'of', 'powering', 'by', 'electricity', '-rrb-', 'STOP']","[    2     2     2     2     2     2     2     2     2     2     2     2
     2     2     2     2     2     2     2     2     2     2     2     2
     1    12  4600  2150  2400    61    20 10980  2446     1     2     2
     2    95     3     2     2     2     2     2     2     2     1   407
   220    11     6  1075     1     2     2     1     6   496     9 23859
    21  2982     1     5]","[('the', 'DT'), ('british', 'JJ'), ('rail', 'NN'), ('class', 'NN'), ('91', 'CD'), ('is', 'VBZ'), ('a', 'DT'), ('class', 'NN'), ('of', 'IN'), ('140', 'CD'), ('mph', 'NN'), ('-lrb-', 'VBD'), ('225', 'CD'), ('km', 'NN'), ('/', 'NN'), ('h', 'NN'), ('-rrb-', 'NNP'), (',', ','), ('4.54mw', 'CD'), ('/', 'NN'), ('6,300', 'CD'), ('hp', 'NN'), ('electric', 'JJ'), ('locomotives', 'NNS'), ('ordered', 'VBN'), ('as', 'IN'), ('a', 'DT'), ('component', 'NN'), ('of', 'IN'), ('the', 'DT'), ('east', 'JJ'), ('coast', 'NN'), ('main', 'JJ'), ('line', 'NN'), ('modernisation', 'NN'), ('and', 'CC'), ('electrification', 'NN'), ('programme', 'NN'), ('of', 'IN'), ('the', 'DT'), ('late', 'JJ'), ('1980s', 'NNS'), ('.', '.')]","[16, 13, 19, 19, 37, 15, 16, 19, 40, 37, 19, 6, 37, 19, 19, 19, 30, 9, 37, 19, 37, 19, 13, 29, 8, 40, 16, 19, 40, 16, 13, 19, 13, 19, 19, 33, 19, 19, 40, 16, 13, 29, 24]"
